CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE.DESCRIPTION,INSPECTION.DATE,ACTION,VIOLATION.CODE,VIOLATION.DESCRIPTION,CRITICAL.FLAG,SCORE,GRADE,GRADE.DATE,RECORD.DATE,INSPECTION.TYPE,add,lon,lat,geoAddress
41526944,CHICKPEA,MANHATTAN,110,WILLIAM STREET,10038,2125665666,Indian,6/21/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,,,9/27/17,Cycle Inspection / Initial Inspection,110 WILLIAM STREET,-74.199635,40.7608095,"110 william st, east orange, nj 07017, usa"
41613392,HARLEY'S SMOKE SHACK,MANHATTAN,355,EAST  116 STREET,10029,2128286723,American,1/2/15,No violations were recorded at the time of this inspection.,,,Not Applicable,NA,,,9/27/17,Administrative Miscellaneous / Compliance Inspection,355 EAST  116 STREET,-86.1530544,39.956322,"355 e 116th st, carmel, in 46032, usa"
41553930,CITY WINERY,MANHATTAN,155,VARICK STREET,10013,2126080555,American,5/17/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,42,,,9/27/17,Cycle Inspection / Initial Inspection,155 VARICK STREET,-74.0060002,40.7262757,"155 varick st, new york, ny 10013, usa"
41388080,BXL EAST,MANHATTAN,210,EAST 51 STREET,10022,2128887782,French,11/25/13,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,11/25/13,9/27/17,Cycle Inspection / Re-inspection,210 EAST 51 STREET,-97.7223284,30.3154163,"210 e 51st st, austin, tx 78751, usa"
50034157,NANA SUSHI,MANHATTAN,511,3RD AVE,10016,9176601319,Asian,9/21/15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,9/21/15,9/27/17,Cycle Inspection / Re-inspection,511 3RD AVE,NA,NA,"239 grand st, new york, ny 10002, usa"
50051600,PINK BEAR,MANHATTAN,226,E 14TH ST,10003,9173531150,"Ice Cream, Gelato, Yogurt, Ices",1/17/17,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,1/17/17,9/27/17,Cycle Inspection / Initial Inspection,226 E 14TH ST,NA,NA,"239 grand st, new york, ny 10002, usa"
41555982,EL CAMION CANTINA,MANHATTAN,194,AVENUE A,10009,2125335436,Mexican,7/13/15,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,64,,,9/27/17,Cycle Inspection / Initial Inspection,194 AVENUE A,-73.9811059,40.7291222,"194 avenue a, new york, ny 10009, usa"
41497493,EDDY'S EATS,MANHATTAN,379,PARK AVENUE SOUTH,10016,2126854901,American,8/29/14,Violations were cited in the following area(s).,02G,Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.,Critical,35,,,9/27/17,Cycle Inspection / Initial Inspection,379 PARK AVENUE SOUTH,-93.2600949,44.9759431,"379 park ave, minneapolis, mn 55415, usa"
41076314,MELBA'S,MANHATTAN,300,WEST  114 STREET,10026,2128647777,American,5/27/16,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,29,,,9/27/17,Cycle Inspection / Initial Inspection,300 WEST  114 STREET,-73.956666,40.8031371,"300 w 114th st, new york, ny 10026, usa"
40363945,DOMINO'S,MANHATTAN,148,WEST   72 STREET,10023,2125010200,Pizza,4/23/15,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,2,A,4/23/15,9/27/17,Cycle Inspection / Initial Inspection,148 WEST   72 STREET,-79.6859983,39.1045605,"148 wv-72, parsons, wv 26287, usa"
50018425,AUX MERVEILLEUX DE FRED,MANHATTAN,37,8TH AVE,10014,9174751992,Bakery,5/12/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,16,,,9/27/17,Cycle Inspection / Initial Inspection,37 8TH AVE,-74.0041254,40.7383542,"37 8th ave, new york, ny 10014, usa"
50008409,CANTEEN M - CITIZEN M,MANHATTAN,218,W 50TH ST,10019,2124613638,Cafí€Œ©/Coffee/Tea,1/19/16,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,1/19/16,9/27/17,Cycle Inspection / Initial Inspection,218 W 50TH ST,NA,NA,"239 grand st, new york, ny 10002, usa"
50000974,TABLE 71 @ MARRIOTT CORTYARD,MANHATTAN,71,WEST 35TH ST,10001,2122394569,Continental,5/8/14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,5/8/14,9/27/17,Cycle Inspection / Re-inspection,71 WEST 35TH ST,-73.9867576,40.7504345,"71 w 35th st, new york, ny 10001, usa"
41117739,COSMIC DINER,MANHATTAN,888,8 AVENUE,10019,2123335888,American,12/20/16,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Re-inspection,888 8 AVENUE,-73.9846917,40.7637495,"888 8th ave, new york, ny 10019, usa"
40401834,COLUMBUS GOURMET FOOD,MANHATTAN,261,COLUMBUS AVE STORE #2,10023,2127217800,American,4/15/15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,B,4/15/15,9/27/17,Cycle Inspection / Re-inspection,261 COLUMBUS AVE STORE #2,-122.4065603,37.7976073,"261 columbus ave, san francisco, ca 94133, usa"
50046914,SHANGHAI MONG,MANHATTAN,30,W 32ND ST,10001,2126296450,Korean,4/24/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,14,,,9/27/17,Cycle Inspection / Initial Inspection,30 W 32ND ST,NA,NA,"239 grand st, new york, ny 10002, usa"
41485097,NEW WONJO RESTAURANT,MANHATTAN,23,WEST   32 STREET,10001,2126955815,Korean,8/6/14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,8/6/14,9/27/17,Cycle Inspection / Initial Inspection,23 WEST   32 STREET,-73.9866548,40.7478918,"23 w 32nd st, new york, ny 10001, usa"
50019239,NOMADO 33,MANHATTAN,165,E 33RD ST,10016,2128892833,Japanese,4/12/17,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,58,,,9/27/17,Cycle Inspection / Initial Inspection,165 E 33RD ST,-73.9790169,40.7454813,"165 e 33rd st, new york, ny 10016, usa"
40367752,GRIFFIS FACULTY CLUB,MANHATTAN,521,EAST   68 STREET,10065,2127466100,American,2/17/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,7,A,2/17/17,9/27/17,Cycle Inspection / Re-inspection,521 EAST   68 STREET,-91.617324,38.0015704,"521 mo-68, st james, mo 65559, usa"
40645474,OLD JOHN'S LUNCHEONETTE,MANHATTAN,148,WEST   67 STREET,10023,2128742700,American,8/26/14,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17,B,8/26/14,9/27/17,Cycle Inspection / Re-inspection,148 WEST   67 STREET,-74.6487172,42.9890945,"148 ny-67, st johnsville, ny 13452, usa"
41695434,MAYSVILLE,MANHATTAN,17,WEST   26 STREET,10010,6464908240,American,11/13/14,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,11/13/14,9/27/17,Cycle Inspection / Initial Inspection,17 WEST   26 STREET,NA,NA,"239 grand st, new york, ny 10002, usa"
50044591,JIMMY'S,MANHATTAN,158,W 38TH ST,10018,2129977383,American,6/30/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,B,6/30/16,9/27/17,Pre-permit (Operational) / Re-inspection,158 W 38TH ST,NA,NA,"239 grand st, new york, ny 10002, usa"
41699964,THE SEA FIRE GRILL,MANHATTAN,160,EAST   48 STREET,10017,2129353785,American,6/5/15,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140í‰Œ_ F to 70í‰Œ_ F or less within 2 hours, and from 70í‰Œ_ F to 41í‰Œ_ F or less within 4 additional hours.",Critical,7,A,6/5/15,9/27/17,Cycle Inspection / Re-inspection,160 EAST   48 STREET,-73.9720559,40.7545668,"160 e 48th st, new york, ny 10017, usa"
50009665,POCKET BAR NYC,MANHATTAN,455,W 48TH ST,10036,6466829062,American,4/21/15,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,455 W 48TH ST,NA,NA,"239 grand st, new york, ny 10002, usa"
41391961,MONKEY BAR,MANHATTAN,60,EAST   54 STREET,10022,2122881010,American,5/2/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,5/2/17,9/27/17,Cycle Inspection / Initial Inspection,60 EAST   54 STREET,-84.3898364,33.7210947,"60 ga-54, atlanta, ga 30315, usa"
41387224,B AND B RESTAURANT,MANHATTAN,165,WEST   26 STREET,10001,6464298174,African,1/20/15,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,25,B,1/20/15,9/27/17,Cycle Inspection / Re-inspection,165 WEST   26 STREET,-86.1604918,39.8042866,"165 w 26th st, indianapolis, in 46208, usa"
50003624,BREAK ROOM,MANHATTAN,83,BAXTER ST,10013,2122272802,American,1/19/16,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,,,9/27/17,Cycle Inspection / Initial Inspection,83 BAXTER ST,-73.9996119,40.7166163,"83 baxter st, new york, ny 10013, usa"
41542821,HARNEY & SONS TEA,MANHATTAN,433,BROOME STREET,10013,2129334853,Cafí€Œ©/Coffee/Tea,11/26/14,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,7,A,11/26/14,9/27/17,Cycle Inspection / Re-inspection,433 BROOME STREET,NA,NA,"239 grand st, new york, ny 10002, usa"
41278212,THE RUSSIAN TEA ROOM,MANHATTAN,150,WEST   57 STREET,10019,2125817100,Russian,8/28/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,8/28/17,9/27/17,Cycle Inspection / Re-inspection,150 WEST   57 STREET,NA,NA,"239 grand st, new york, ny 10002, usa"
40960987,MERCHANTS NY,MANHATTAN,112,7 AVENUE,10011,2123667267,American,2/10/15,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,2/10/15,9/27/17,Cycle Inspection / Re-inspection,112 7 AVENUE,-73.9985481,40.7404798,"112 7th ave, new york, ny 10011, usa"
41316251,HURON CLUB/SOHO PLAYHOUSE,MANHATTAN,15,VANDAM STREET,10013,2126911555,American,9/28/16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,32,,,9/27/17,Cycle Inspection / Re-inspection,15 VANDAM STREET,-74.0043586,40.7265382,"15 vandam st, new york, ny 10013, usa"
41555982,EL CAMION CANTINA,MANHATTAN,194,AVENUE A,10009,2125335436,Mexican,2/5/15,Violations were cited in the following area(s).,02G,Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.,Critical,31,,,9/27/17,Cycle Inspection / Initial Inspection,194 AVENUE A,-73.9811059,40.7291222,"194 avenue a, new york, ny 10009, usa"
41561100,SOPHIE'S CUBAN CUISINE,MANHATTAN,96,CHAMBERS STREET,10007,2126089900,Spanish,1/3/17,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,42,,,9/27/17,Cycle Inspection / Compliance Inspection,96 CHAMBERS STREET,-74.0076468,40.7145911,"96 chambers st, new york, ny 10007, usa"
41012338,SLAINTE,MANHATTAN,304,BOWERY,10012,2122537030,Irish,3/10/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,3/10/17,9/27/17,Cycle Inspection / Initial Inspection,304 BOWERY,NA,NA,"239 grand st, new york, ny 10002, usa"
40376944,TOMOE SUSHI,MANHATTAN,172,THOMPSON STREET,10012,2127779346,Japanese,9/11/15,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27,,,9/27/17,Cycle Inspection / Initial Inspection,172 THOMPSON STREET,-74.0001023,40.7276736,"172 thompson st, new york, ny 10012, usa"
50047509,FILLMORE DELICATESSEN,MANHATTAN,1668,3RD AVE,10128,6469129488,Sandwiches/Salads/Mixed Buffet,6/3/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,6/3/16,9/27/17,Pre-permit (Operational) / Re-inspection,1668 3RD AVE,-74.0073369,40.6549342,"1668 3rd ave, brooklyn, ny 11232, usa"
